arcade_code,physical_hash,rom_offset,palette_banks
0x0439,a0e5c4f770dd,pc080sn+0x8720,0x003
0x043A,3e81faeb8d0a,pc080sn+0x8740,0x003
0x043B,0c626aea9d09,pc080sn+0x8760,0x003
0x043C,e6b7506aaff6,pc080sn+0x8780,0x003
0x043D,e9ca4daa8fbf,pc080sn+0x87A0,0x003
0x043E,cd122a65c113,pc080sn+0x87C0,0x003
0x043F,b944ef71035f,pc080sn+0x87E0,0x003
0x0440,05f6a7c509df,pc080sn+0x8800,0x003
0x0441,d930e7134d16,pc080sn+0x8820,0x003
0x0442,909880f47413,pc080sn+0x8840,0x003
0x0443,cf5d57003803,pc080sn+0x8860,0x003
0x0444,b14e1c4be264,pc080sn+0x8880,0x003
0x0445,ece26f649a38,pc080sn+0x88A0,0x003
0x0446,5bc492eb0529,pc080sn+0x88C0,0x003
0x0447,dd45192d23ec,pc080sn+0x88E0,0x003
0x0448,3b89b81f3102,pc080sn+0x8900,0x003
0x0449,16fb27f64511,pc080sn+0x8920,0x003
0x044A,213a88229a15,pc080sn+0x8940,0x003
0x044B,f012fe18fba7,pc080sn+0x8960,0x003
0x044C,1d06657a9eda,pc080sn+0x8980,0x003
0x044D,83de94918a50,pc080sn+0x89A0,0x003
0x044E,9f1355aa4b32,pc080sn+0x89C0,0x003
0x044F,c70b7904c28c,pc080sn+0x89E0,0x003
0x0450,ad666da8339f,pc080sn+0x8A00,0x003
0x0451,5706396eb6e7,pc080sn+0x8A20,0x003
0x0452,e2ff6c667d7c,pc080sn+0x8A40,0x003
0x0453,5c22740fec16,pc080sn+0x8A60,0x003
0x0454,99446bf1aee3,pc080sn+0x8A80,0x003
0x0455,06b833c8f6c3,pc080sn+0x8AA0,0x003
0x0456,d5eec035df8f,pc080sn+0x8AC0,0x003
0x0457,27a9a6ca05a8,pc080sn+0x8AE0,0x003
0x0458,ac9cbf32084e,pc080sn+0x8B00,0x003
0x0459,9ca391ee35f9,pc080sn+0x8B20,0x003
0x045A,bcacf6d23d46,pc080sn+0x8B40,0x003
0x045B,670dbeae85ac,pc080sn+0x8B60,0x003
0x045C,9b30b3558884,pc080sn+0x8B80,0x003
0x045D,3cd884c15d49,pc080sn+0x8BA0,0x003
0x045E,636f9e76c01c,pc080sn+0x8BC0,0x003
0x045F,e6183e6e9800,pc080sn+0x8BE0,0x003
0x0460,6a915d456a13,pc080sn+0x8C00,0x003
0x0461,b23a6aeedf45,pc080sn+0x8C20,0x003
0x0462,88eb1470bc08,pc080sn+0x8C40,0x003
0x0463,f1da7d91afe4,pc080sn+0x8C60,0x003
0x0464,148a8e6501e5,pc080sn+0x8C80,0x003
0x0465,6d7269d5bad7,pc080sn+0x8CA0,0x003
0x0466,c728275fc524,pc080sn+0x8CC0,0x003
0x0467,8370d52a9b6b,pc080sn+0x8CE0,0x003
0x0468,980d29ef145d,pc080sn+0x8D00,0x003
0x0469,7de765553cb8,pc080sn+0x8D20,0x003
0x046A,6c204724b991,pc080sn+0x8D40,0x003
0x046B,8e83720bd54f,pc080sn+0x8D60,0x003
0x046C,22d3e85f36ea,pc080sn+0x8D80,0x003
0x046D,1113bcc10672,pc080sn+0x8DA0,0x003
0x046E,da4e3d376252,pc080sn+0x8DC0,0x003
0x046F,e773becd66d6,pc080sn+0x8DE0,0x003
0x0470,b977b4a1426e,pc080sn+0x8E00,0x003
0x0471,74338dbd5faf,pc080sn+0x8E20,0x003
0x0472,a2ffb53e9ebb,pc080sn+0x8E40,0x003
0x0473,b9da4243de31,pc080sn+0x8E60,0x003
0x0474,51cca8a74df0,pc080sn+0x8E80,0x003
0x0475,27a9bc64afa1,pc080sn+0x8EA0,0x003
0x0476,8758f63e752d,pc080sn+0x8EC0,0x003
0x0477,00d05db060bb,pc080sn+0x8EE0,0x003
0x0478,75091afa8ec5,pc080sn+0x8F00,0x003
0x0479,7345ed067c7d,pc080sn+0x8F20,0x003
0x047A,f988c3f91a37,pc080sn+0x8F40,0x003
0x047B,c40db7d41724,pc080sn+0x8F60,0x003
0x047C,b3c7f0d6eee9,pc080sn+0x8F80,0x003
0x047D,a8cb5aebacfb,pc080sn+0x8FA0,0x003
0x047E,b1ba5a2d2142,pc080sn+0x8FC0,0x003
0x0483,1393d7d8a017,pc080sn+0x9060,0x003
0x0484,bcb0750fbcff,pc080sn+0x9080,0x003
0x0485,65f90bf9f299,pc080sn+0x90A0,0x003
0x0486,2a357644be62,pc080sn+0x90C0,0x003
0x0487,09e5e8f2a7c3,pc080sn+0x90E0,0x003
0x0488,d8706603931f,pc080sn+0x9100,0x003
0x0489,0b4d84637f16,pc080sn+0x9120,0x003
0x048A,09ef64a63191,pc080sn+0x9140,0x003
0x048B,a2226ca3420d,pc080sn+0x9160,0x003
0x048C,ae896da2b34f,pc080sn+0x9180,0x003
0x048D,e6fd882129c5,pc080sn+0x91A0,0x003
0x048E,230e9b5a1608,pc080sn+0x91C0,0x003
0x048F,17ac727f0f26,pc080sn+0x91E0,0x003
0x0490,d04eb1d36c5c,pc080sn+0x9200,0x003
0x0491,4cea98ace5f5,pc080sn+0x9220,0x003
0x0492,2b58049dd896,pc080sn+0x9240,0x006
0x0493,b5b8974b64e4,pc080sn+0x9260,0x006
0x0494,443c4d4ac8d9,pc080sn+0x9280,0x006
0x0495,2be3f0b53d53,pc080sn+0x92A0,0x006
0x0496,69049db761c2,pc080sn+0x92C0,0x006
0x0497,b6cc22314159,pc080sn+0x92E0,0x006
0x0498,855122cf368a,pc080sn+0x9300,0x006
0x0499,8f5eb364345e,pc080sn+0x9320,0x006
0x049A,22a12c982f80,pc080sn+0x9340,0x006
0x049B,1d52cbd2a307,pc080sn+0x9360,0x006
0x049C,962d07c1065b,pc080sn+0x9380,0x006
0x049D,83f8535c07cd,pc080sn+0x93A0,0x006
0x049E,5bb22e3e46ed,pc080sn+0x93C0,0x006
0x049F,11040934dd50,pc080sn+0x93E0,0x006
0x04A0,5889404d873f,pc080sn+0x9400,0x006
0x04A1,5d3c7b2243a3,pc080sn+0x9420,0x006
0x04A2,2320ab305f9e,pc080sn+0x9440,0x007
0x04A3,fa9dc8c98d6f,pc080sn+0x9460,0x007
0x04A4,af6abc581dde,pc080sn+0x9480,0x007
0x04A5,e4f42daf8776,pc080sn+0x94A0,0x007
0x07FC,a8519ad21ccd,pc080sn+0xFF80,0x004
0x07FD,c6bd7701d07d,pc080sn+0xFFA0,0x004
0x07FE,7ea323fd6045,pc080sn+0xFFC0,0x004
0x07FF,1b325e89eddb,pc080sn+0xFFE0,0x004
0x0800,4b0c0684650a,pc080sn+0x10000,0x004
0x0801,6d0c81c1115f,pc080sn+0x10020,0x004
0x0802,b1de2983c664,pc080sn+0x10040,0x004
0x0803,ade10343f00f,pc080sn+0x10060,0x004
0x0804,404064a5f745,pc080sn+0x10080,0x004
0x0805,ebf6bda6933e,pc080sn+0x100A0,0x004
0x0806,c184547721a8,pc080sn+0x100C0,0x004
0x0807,6bc985d65fa5,pc080sn+0x100E0,0x004
0x0808,72c9df32c32a,pc080sn+0x10100,0x004
0x0809,7557d7cfbf69,pc080sn+0x10120,0x004
0x080A,0a579d334297,pc080sn+0x10140,0x004
0x080B,5d635fe3523f,pc080sn+0x10160,0x004
0x080C,977960df1dc5,pc080sn+0x10180,0x004
0x080D,7424526863a8,pc080sn+0x101A0,0x004
0x080E,de95ad08b4a6,pc080sn+0x101C0,0x004
0x080F,ae3f50ecf692,pc080sn+0x101E0,0x004
0x0810,866c12adb3c9,pc080sn+0x10200,0x004
0x0811,8d30afeed50c,pc080sn+0x10220,0x004
0x0956,8747de0bf7e9,pc080sn+0x12AC0,0x017
0x0957,2cd64e4e2035,pc080sn+0x12AE0,0x017
0x0959,fe1b0d4d38d4,pc080sn+0x12B20,0x017
0x095A,48f2024096ab,pc080sn+0x12B40,0x017
0x095B,caea916b8f40,pc080sn+0x12B60,0x017
0x095C,e9e6892aae13,pc080sn+0x12B80,0x017
0x095D,44035f3b4f59,pc080sn+0x12BA0,0x017
0x095E,eef30fbede3c,pc080sn+0x12BC0,0x017
0x095F,896d6f4d8955,pc080sn+0x12BE0,0x017
0x0960,e1c55b3b85af,pc080sn+0x12C00,0x017
0x0961,f126a83d5899,pc080sn+0x12C20,0x017
0x0962,862b49141f0d,pc080sn+0x12C40,0x017
0x0963,374f7be3e179,pc080sn+0x12C60,0x017
0x0964,8c17374818d9,pc080sn+0x12C80,0x017
0x0965,56889b92d420,pc080sn+0x12CA0,0x017
0x0966,c1c4addbf3f0,pc080sn+0x12CC0,0x017
0x0967,52f04cd8464b,pc080sn+0x12CE0,0x017
0x0968,52f0f73fac84,pc080sn+0x12D00,0x017
0x0969,f457ee1370c3,pc080sn+0x12D20,0x017
0x096A,e2e4c3db5eb0,pc080sn+0x12D40,0x017
0x096B,050e648c50b3,pc080sn+0x12D60,0x017
0x096C,562ec37e1104,pc080sn+0x12D80,0x017
0x096D,a84ae8a9b2c6,pc080sn+0x12DA0,0x017
0x096E,aa908f8c8684,pc080sn+0x12DC0,0x017
0x096F,d7cfc38d0efd,pc080sn+0x12DE0,0x017
0x0970,907e78504d12,pc080sn+0x12E00,0x017
0x0971,aa8cab13b6f7,pc080sn+0x12E20,0x017
0x0972,5b980ce16afa,pc080sn+0x12E40,0x017
0x0973,2c5391c2c4db,pc080sn+0x12E60,0x017
0x0974,dfd7b0ca8a41,pc080sn+0x12E80,0x017
0x0975,9a5a193a888f,pc080sn+0x12EA0,0x017
0x0976,24ba93fe666a,pc080sn+0x12EC0,0x017
0x0977,d1eb92335795,pc080sn+0x12EE0,0x017
0x0978,c69bb3f854e0,pc080sn+0x12F00,0x017
0x0979,e93fd93144a0,pc080sn+0x12F20,0x017
0x097A,166ddc9c0e43,pc080sn+0x12F40,0x017
0x097B,0d408c921ae9,pc080sn+0x12F60,0x017
0x097C,c924a79f7261,pc080sn+0x12F80,0x017
0x097D,0e241e8d2fe9,pc080sn+0x12FA0,0x017
0x097E,67619231e697,pc080sn+0x12FC0,0x017
0x097F,5a109cfc5713,pc080sn+0x12FE0,0x017
0x0980,581128fcabe4,pc080sn+0x13000,0x017
0x0981,8e9dee4805f7,pc080sn+0x13020,0x017
0x0982,02d8f51d0f55,pc080sn+0x13040,0x017
0x0983,f98edc5c3620,pc080sn+0x13060,0x017
0x0984,013494f48e17,pc080sn+0x13080,0x017
0x0985,6aff9390082e,pc080sn+0x130A0,0x017
0x0986,8265aa20a850,pc080sn+0x130C0,0x017
0x0987,bd98e5cb2be8,pc080sn+0x130E0,0x017
0x0988,9ba47eb33284,pc080sn+0x13100,0x017
0x0989,223f1ef8d858,pc080sn+0x13120,0x017
0x098A,10f4d6b8b61a,pc080sn+0x13140,0x017
0x098B,03b2c4210306,pc080sn+0x13160,0x017
0x098C,1c45d128a25d,pc080sn+0x13180,0x017
0x098D,557885594959,pc080sn+0x131A0,0x017
0x098E,c131b166084c,pc080sn+0x131C0,0x017
0x098F,928f2fb876ab,pc080sn+0x131E0,0x017
0x0990,9ba8ea18597c,pc080sn+0x13200,0x017
0x0991,6314eb97a62f,pc080sn+0x13220,0x017
0x0992,857a05a8f326,pc080sn+0x13240,0x017
0x0993,0c912a1cd896,pc080sn+0x13260,0x017
0x0994,76672e298b44,pc080sn+0x13280,0x017
0x0995,601dbf65da53,pc080sn+0x132A0,0x017
0x0996,ad2344cda6b8,pc080sn+0x132C0,0x017
0x0997,c2f0e86ca00a,pc080sn+0x132E0,0x017
0x0998,dc3b1cf1b149,pc080sn+0x13300,0x017
0x0999,1bdab6c0db5c,pc080sn+0x13320,0x017
0x099A,6e587bfac9c9,pc080sn+0x13340,0x017
0x099B,80405b29ad65,pc080sn+0x13360,0x017
0x099C,ac262a2e5c8a,pc080sn+0x13380,0x017
0x099D,badde6bf1e41,pc080sn+0x133A0,0x017
0x099E,4a72e76e4b54,pc080sn+0x133C0,0x017
0x099F,d0c6d971657d,pc080sn+0x133E0,0x017
0x09A0,4a94908777e0,pc080sn+0x13400,0x017
0x09A1,f055be466652,pc080sn+0x13420,0x017
0x09A2,50cfcf125087,pc080sn+0x13440,0x017
0x09A3,9402b9379620,pc080sn+0x13460,0x017
0x09A4,05844c461145,pc080sn+0x13480,0x017
0x09A5,33dd9b836faa,pc080sn+0x134A0,0x017
0x09A6,388523a356de,pc080sn+0x134C0,0x017
0x09A7,7d831708cc9d,pc080sn+0x134E0,0x017
0x09A8,5ccf2866a0c1,pc080sn+0x13500,0x017
0x09A9,9f136d9742b9,pc080sn+0x13520,0x017
0x09AA,12a33e6cccbd,pc080sn+0x13540,0x017
0x09AB,fa051f5403f3,pc080sn+0x13560,0x017
0x09AC,4956d817c314,pc080sn+0x13580,0x017
0x09AD,c3d8129e805a,pc080sn+0x135A0,0x017
0x09AE,29146cc7b835,pc080sn+0x135C0,0x017
0x09AF,b25844767420,pc080sn+0x135E0,0x017
0x09B0,456cc39aeb96,pc080sn+0x13600,0x017
0x09B1,d83f6e12ca86,pc080sn+0x13620,0x017
0x09B2,8505a45a693f,pc080sn+0x13640,0x017
0x09B3,f394c1dfd635,pc080sn+0x13660,0x017
0x09B4,cbb89a010e39,pc080sn+0x13680,0x017
0x09B5,a553f9711f75,pc080sn+0x136A0,0x017
0x09B6,a89ad5750a1f,pc080sn+0x136C0,0x017
0x09B7,5feb30e2a6e5,pc080sn+0x136E0,0x017
0x09B8,0c2acda144ab,pc080sn+0x13700,0x017
0x09B9,211f29955c44,pc080sn+0x13720,0x017
0x09BA,cccf0c8396b3,pc080sn+0x13740,0x017
0x09BB,5927b3bde235,pc080sn+0x13760,0x017
0x09BC,cec0d15f5170,pc080sn+0x13780,0x017
0x09BD,baf5882eb0c5,pc080sn+0x137A0,0x017
0x09BE,af56c8efb83b,pc080sn+0x137C0,0x017
0x09BF,e048ea43a020,pc080sn+0x137E0,0x017
0x09C0,e1ba7a07c484,pc080sn+0x13800,0x017
0x09C1,b3ff0808fc18,pc080sn+0x13820,0x017
0x09C2,03e485adf695,pc080sn+0x13840,0x017
0x09C3,8c3a547a7b0a,pc080sn+0x13860,0x017
0x09C4,2670c8fd2364,pc080sn+0x13880,0x017
0x09C5,dcf47643f1b0,pc080sn+0x138A0,0x017
0x09C6,6a428f2dbef5,pc080sn+0x138C0,0x017
0x09C7,1d58b3fe9524,pc080sn+0x138E0,0x017
0x09C8,b56c46819990,pc080sn+0x13900,0x017
0x09C9,b6f5eb3771b5,pc080sn+0x13920,0x017
0x09CA,8cd4641113b4,pc080sn+0x13940,0x017
0x09CB,6d293f718dee,pc080sn+0x13960,0x017
0x09CC,6b61a1492c0b,pc080sn+0x13980,0x017
0x09CD,b3d7c7ded897,pc080sn+0x139A0,0x017
0x09CE,5c70ccb5bd35,pc080sn+0x139C0,0x017
0x09CF,bc83666701f3,pc080sn+0x139E0,0x017
0x09D0,b2f8a5bd019f,pc080sn+0x13A00,0x017
0x09D1,52e29bd7caf9,pc080sn+0x13A20,0x017
0x09D2,582b7a1500fb,pc080sn+0x13A40,0x017
0x09D3,cfceb85cc67e,pc080sn+0x13A60,0x017
0x09D4,ed0237303761,pc080sn+0x13A80,0x017
0x09D5,f4f9587951da,pc080sn+0x13AA0,0x017
0x09D6,648363256113,pc080sn+0x13AC0,0x018
0x09D7,ab2046aceaea,pc080sn+0x13AE0,0x018
0x09D8,59a15c0a4f7d,pc080sn+0x13B00,0x018
0x09D9,3e258e574faf,pc080sn+0x13B20,0x018
0x09DA,596424c3741e,pc080sn+0x13B40,0x018
0x09DB,1c9f503e6c12,pc080sn+0x13B60,0x018
0x09DC,f8abe48be307,pc080sn+0x13B80,0x018
0x09DD,5448bd256525,pc080sn+0x13BA0,0x018
0x09DE,3c1c4a12c7cd,pc080sn+0x13BC0,0x018
0x09DF,e36479a708dc,pc080sn+0x13BE0,0x018
0x09E0,8306ac857e66,pc080sn+0x13C00,0x018
0x09E1,3afba90657eb,pc080sn+0x13C20,0x018
0x09E2,9a4fc748085f,pc080sn+0x13C40,0x018
0x09E3,598c15826529,pc080sn+0x13C60,0x018
0x09E4,7118cc48da37,pc080sn+0x13C80,0x018
0x09E5,e61d1949035f,pc080sn+0x13CA0,0x018
0x09E6,af66396fe2e9,pc080sn+0x13CC0,0x018
0x09E7,73dbd56d185d,pc080sn+0x13CE0,0x018
0x09E8,4fa8b56b86a4,pc080sn+0x13D00,0x018
0x09E9,2a97298b4eb7,pc080sn+0x13D20,0x018
0x09EA,17dac493d96a,pc080sn+0x13D40,0x018
0x09EB,077af4ab2731,pc080sn+0x13D60,0x018
0x09EC,04beb3a3b1f3,pc080sn+0x13D80,0x018
0x09ED,7594f3605425,pc080sn+0x13DA0,0x018
0x09EE,f642f3ccc3fe,pc080sn+0x13DC0,0x018
0x09EF,2bcffd399861,pc080sn+0x13DE0,0x018
0x09F0,99249e134f84,pc080sn+0x13E00,0x018
0x09F1,307d1b97ac91,pc080sn+0x13E20,0x018
0x09F2,f09f9b058825,pc080sn+0x13E40,0x018
0x09F3,cda691b780a7,pc080sn+0x13E60,0x018
0x09F4,c2724bbffc0e,pc080sn+0x13E80,0x018
0x09F5,5bfe42b4917a,pc080sn+0x13EA0,0x018
0x09F6,121f988a16d8,pc080sn+0x13EC0,0x018
0x09F7,8480efe8f72f,pc080sn+0x13EE0,0x018
0x09F8,9096173fdb71,pc080sn+0x13F00,0x018
0x09F9,61e89f1c3f2a,pc080sn+0x13F20,0x018
0x09FA,55afcb0ab740,pc080sn+0x13F40,0x018
0x09FB,3d85dda3be77,pc080sn+0x13F60,0x018
0x09FC,157f089bb3a6,pc080sn+0x13F80,0x018
0x09FD,5d4d071acacb,pc080sn+0x13FA0,0x018
0x09FE,65ccbc88c9e8,pc080sn+0x13FC0,0x018
0x09FF,c6361687ce5a,pc080sn+0x13FE0,0x017
0x0A00,915f3f40fa64,pc080sn+0x14000,0x017
0x0A01,0478ad771e28,pc080sn+0x14020,0x017
0x0A02,eca4281cfbc1,pc080sn+0x14040,0x017
0x0A03,74201547e531,pc080sn+0x14060,0x017
0x0A04,f5ec3b3433c5,pc080sn+0x14080,0x017
0x0A05,b7e3406610a0,pc080sn+0x140A0,0x017
0x0A06,c5d6a960cc55,pc080sn+0x140C0,0x017
0x0A07,5fb423f2a6ac,pc080sn+0x140E0,0x017
0x0A08,5402deb368b3,pc080sn+0x14100,0x017
0x0A09,354c21cdbac7,pc080sn+0x14120,0x017
0x0A0A,6a125c7092e8,pc080sn+0x14140,0x017
0x0A0B,0af272bee924,pc080sn+0x14160,0x017
0x0A0C,59c25c3d9db7,pc080sn+0x14180,0x017
0x0A0D,9eab24b8693a,pc080sn+0x141A0,0x017
0x0A0E,63b1476cbe05,pc080sn+0x141C0,0x017
0x0A0F,308524d40d6a,pc080sn+0x141E0,0x017
0x0A10,53a74e5e54ca,pc080sn+0x14200,0x017
0x0A11,9cf0d5b88c44,pc080sn+0x14220,0x017
0x0A12,2a658f2cd82c,pc080sn+0x14240,0x017
0x0A13,0a95faf57e2d,pc080sn+0x14260,0x017
0x0A14,7a2ec6deddbe,pc080sn+0x14280,0x017
0x0A15,e0aa954861e1,pc080sn+0x142A0,0x017
0x0A16,887199566faf,pc080sn+0x142C0,0x017
0x0A17,f25efc9ea983,pc080sn+0x142E0,0x017
0x0A18,d5b76b1ef13c,pc080sn+0x14300,0x017
0x0A19,ad266aa87dba,pc080sn+0x14320,0x017
0x0A1A,85ecb2716bb5,pc080sn+0x14340,0x017
0x0A1B,63e795c9c8b4,pc080sn+0x14360,0x017
0x0A1C,3c283e6a3027,pc080sn+0x14380,0x017
0x0A1D,d86d94d75d2b,pc080sn+0x143A0,0x017
0x0A1E,246c949a79bf,pc080sn+0x143C0,0x017
0x0A1F,f77a983aa851,pc080sn+0x143E0,0x017
0x0A20,d8fef1997a2e,pc080sn+0x14400,0x017
0x0A21,c7a52ded09e5,pc080sn+0x14420,0x017
0x0A22,7be233082fdc,pc080sn+0x14440,0x017
0x0A23,d77e50973250,pc080sn+0x14460,0x017
0x0A24,f89245cd57ca,pc080sn+0x14480,0x017
0x0A25,9f7639c0cfe4,pc080sn+0x144A0,0x017
0x0A26,b0e5adf85dda,pc080sn+0x144C0,0x017
0x0A27,74b65a8bd97d,pc080sn+0x144E0,0x017
0x0A28,fe6d48ababa1,pc080sn+0x14500,0x017
0x0A29,b00fc3d3efff,pc080sn+0x14520,0x017
0x0A2A,73cbbe3286fb,pc080sn+0x14540,0x017
0x0A2B,1bd6c8366e7e,pc080sn+0x14560,0x017
0x0A2C,505018e37152,pc080sn+0x14580,0x017
0x0A2D,0777ee91dccc,pc080sn+0x145A0,0x017
0x0A2E,c765b7000e0c,pc080sn+0x145C0,0x017
0x0A2F,c5f93c48446d,pc080sn+0x145E0,0x017
0x0A30,3f8464503061,pc080sn+0x14600,0x017
0x0A31,2f76f2e775d6,pc080sn+0x14620,0x017
0x0A32,ac4c86a4f005,pc080sn+0x14640,0x017
0x0A33,60437365110c,pc080sn+0x14660,0x017
0x0A34,d1302586d0e5,pc080sn+0x14680,0x017
0x0A35,865608424cdd,pc080sn+0x146A0,0x017
0x0A36,c1f727703c21,pc080sn+0x146C0,0x017
0x0A37,a0ca27d673d3,pc080sn+0x146E0,0x017
0x0A38,8d64e2277488,pc080sn+0x14700,0x017
0x0A39,cd40476d042d,pc080sn+0x14720,0x017
0x0A3A,b6ff0f045faf,pc080sn+0x14740,0x017
0x0A3B,13eeae98b461,pc080sn+0x14760,0x017
0x0A3C,884776ac88c0,pc080sn+0x14780,0x017
0x0A3D,cae6c6621ad7,pc080sn+0x147A0,0x017
0x0A3E,6c1f982702f1,pc080sn+0x147C0,0x017
0x0A3F,e53f9d3c35db,pc080sn+0x147E0,0x017
0x0A40,7b209723fd0f,pc080sn+0x14800,0x017
0x0A41,d6d82537264a,pc080sn+0x14820,0x017
0x0A42,04b2da061188,pc080sn+0x14840,0x018
0x0A43,b52bf8c0bfb2,pc080sn+0x14860,0x018
0x0A44,e8f0f84ae52a,pc080sn+0x14880,0x018
0x0A45,dabeb24ad8f1,pc080sn+0x148A0,0x018
0x0A46,82b64d02bb05,pc080sn+0x148C0,0x018
0x0A47,2c07eac8741f,pc080sn+0x148E0,0x018
0x0A48,f7b4cd7e5bf4,pc080sn+0x14900,0x018
0x0A49,863a756d7b9d,pc080sn+0x14920,0x018
0x0A4A,12702e6c031d,pc080sn+0x14940,0x018
0x0A4B,9bee3366d1b3,pc080sn+0x14960,0x018
0x0A4C,9e2b83982e4d,pc080sn+0x14980,0x018
0x0A4D,1e7bbdff3f4d,pc080sn+0x149A0,0x018
0x0A4E,f5cf41477b6f,pc080sn+0x149C0,0x018
0x0A4F,d44d5571ce6d,pc080sn+0x149E0,0x018
0x0A50,9cbd0196dd1a,pc080sn+0x14A00,0x018
0x0A51,fee5ced762b1,pc080sn+0x14A20,0x018
0x0A52,d4c098eb900e,pc080sn+0x14A40,0x018
0x0A53,2d6c86be391a,pc080sn+0x14A60,0x018
0x0A54,de23442e5fef,pc080sn+0x14A80,0x018
0x0A55,277147a8b79b,pc080sn+0x14AA0,0x018
0x0A56,d9905119d71a,pc080sn+0x14AC0,0x018
0x0A57,10155bf03bb0,pc080sn+0x14AE0,0x018
0x0A58,6a1b768d3c71,pc080sn+0x14B00,0x018
0x0A59,ecb6317c7407,pc080sn+0x14B20,0x018
0x0A5A,0bb1f07daab2,pc080sn+0x14B40,0x018
0x0A5B,e7cda5e50422,pc080sn+0x14B60,0x018
0x0A5C,2ebfc9041541,pc080sn+0x14B80,0x018
0x0A5D,f08ca0fbc51e,pc080sn+0x14BA0,0x018
0x0A5E,5d840e1e3c8a,pc080sn+0x14BC0,0x018
0x0A5F,da8a7be0db1c,pc080sn+0x14BE0,0x018
0x0A60,042bc9ec00ed,pc080sn+0x14C00,0x018
0x0A61,b4974c26c438,pc080sn+0x14C20,0x018
0x0A62,31d5536b3699,pc080sn+0x14C40,0x018
0x0A63,4f1be43fdf7b,pc080sn+0x14C60,0x018
0x0A64,d9aac684441a,pc080sn+0x14C80,0x018
0x0A65,405a4cf89175,pc080sn+0x14CA0,0x018
0x0A66,5662fee97252,pc080sn+0x14CC0,0x018
0x0A67,9ffd1b657c8f,pc080sn+0x14CE0,0x018
0x0A68,e74760fbd75f,pc080sn+0x14D00,0x018
0x0A69,395c8666d7bb,pc080sn+0x14D20,0x018
0x0A6A,ae386b49731d,pc080sn+0x14D40,0x018
0x0A6B,f74fa34c2609,pc080sn+0x14D60,0x018
0x0A6C,a67e519d7464,pc080sn+0x14D80,0x018
0x0A6D,0426e28029ad,pc080sn+0x14DA0,0x018
0x0A6E,646d55c4ce5d,pc080sn+0x14DC0,0x018
0x0A6F,5c6254b19c9d,pc080sn+0x14DE0,0x018
0x0A70,5ce8aaa6c5ad,pc080sn+0x14E00,0x018
0x0A71,b04bc19c7ea6,pc080sn+0x14E20,0x018
0x0A72,22ef676d483b,pc080sn+0x14E40,0x018
0x0A73,f786cbb4d7b8,pc080sn+0x14E60,0x018
0x0A74,db930379739a,pc080sn+0x14E80,0x018
0x0A75,3bb3a1bcfbba,pc080sn+0x14EA0,0x018
0x0A76,464c990331cc,pc080sn+0x14EC0,0x018
0x0A77,95382add15dd,pc080sn+0x14EE0,0x018
0x0A78,fc6668468ea3,pc080sn+0x14F00,0x018
0x0A79,e4e3665153a2,pc080sn+0x14F20,0x018
0x0A7A,69e00a0ba0c1,pc080sn+0x14F40,0x018
0x0A7B,4a0de7fd9ae1,pc080sn+0x14F60,0x018
0x0A7C,84b56378c078,pc080sn+0x14F80,0x018
0x0A7D,da56b2c10a82,pc080sn+0x14FA0,0x018
0x0A7E,417620a03ca5,pc080sn+0x14FC0,0x018
0x0A7F,4569e2181b1c,pc080sn+0x14FE0,0x018
0x0A80,e05e7fc0b073,pc080sn+0x15000,0x018
0x0A81,4b189ecbd6d7,pc080sn+0x15020,0x018
0x0A82,e87a48df8606,pc080sn+0x15040,0x018
0x0A83,0cfa0c1ba927,pc080sn+0x15060,0x018
0x0A84,9113e33cf5b6,pc080sn+0x15080,0x018
0x0A85,e64c8801a41f,pc080sn+0x150A0,0x018
0x0A86,88c6906d10f2,pc080sn+0x150C0,0x018
0x0A87,c0d8290ce3c1,pc080sn+0x150E0,0x018
0x0A88,48efa2bd18e0,pc080sn+0x15100,0x018
0x0A89,715c7bcc0605,pc080sn+0x15120,0x018
0x0A8A,a277f716752c,pc080sn+0x15140,0x018
0x0A8B,5976b9b5e641,pc080sn+0x15160,0x018
0x0A8C,3c8343a3c559,pc080sn+0x15180,0x018
0x0A8D,511250c8b60a,pc080sn+0x151A0,0x018
0x0A8E,4c40143dd976,pc080sn+0x151C0,0x017
0x0A8F,bada1ed93468,pc080sn+0x151E0,0x017
0x0A90,8768b4ac7081,pc080sn+0x15200,0x017
0x0A91,0fe78e20212f,pc080sn+0x15220,0x017
0x0A92,5075c6ffee36,pc080sn+0x15240,0x017
0x0A93,5bd7bafcf806,pc080sn+0x15260,0x017
0x0A94,912da97afa2b,pc080sn+0x15280,0x017
0x0A95,98ed71f7b6cd,pc080sn+0x152A0,0x017
