arcade_code,physical_hash,rom_offset,palette_bank
0x06C5,9ad2c80f8d70,pc080sn+0xD8A0,"0x002 (PROVEN, all 854 BG single vocab)"
0x06C6,6b7e3fee2dac,pc080sn+0xD8C0,"0x002 (PROVEN, all 854 BG single vocab)"
0x06C7,af41d3d7dec6,pc080sn+0xD8E0,"0x002 (PROVEN, all 854 BG single vocab)"
0x06C8,721866c8f577,pc080sn+0xD900,"0x002 (PROVEN, all 854 BG single vocab)"
0x06C9,279417a732b9,pc080sn+0xD920,"0x002 (PROVEN, all 854 BG single vocab)"
0x06CA,6cec25362627,pc080sn+0xD940,"0x002 (PROVEN, all 854 BG single vocab)"
0x06CB,4bf52f25ed9e,pc080sn+0xD960,"0x002 (PROVEN, all 854 BG single vocab)"
0x06CC,d33e03b1a4b1,pc080sn+0xD980,"0x002 (PROVEN, all 854 BG single vocab)"
0x06CD,8edb2d777919,pc080sn+0xD9A0,"0x002 (PROVEN, all 854 BG single vocab)"
0x06CE,d2b3ab627582,pc080sn+0xD9C0,"0x002 (PROVEN, all 854 BG single vocab)"
0x06CF,bd30048d0d9e,pc080sn+0xD9E0,"0x002 (PROVEN, all 854 BG single vocab)"
0x06D0,86463119c29e,pc080sn+0xDA00,"0x002 (PROVEN, all 854 BG single vocab)"
0x06D1,dcc4bc62694d,pc080sn+0xDA20,"0x002 (PROVEN, all 854 BG single vocab)"
0x06D2,22336d5e529b,pc080sn+0xDA40,"0x002 (PROVEN, all 854 BG single vocab)"
0x06D3,927ba48bb630,pc080sn+0xDA60,"0x002 (PROVEN, all 854 BG single vocab)"
0x06D4,64e5a5a2622c,pc080sn+0xDA80,"0x002 (PROVEN, all 854 BG single vocab)"
0x06D5,a7f417e57044,pc080sn+0xDAA0,"0x002 (PROVEN, all 854 BG single vocab)"
0x06D6,1208e9460727,pc080sn+0xDAC0,"0x002 (PROVEN, all 854 BG single vocab)"
0x06D7,e21f3f1655dc,pc080sn+0xDAE0,"0x002 (PROVEN, all 854 BG single vocab)"
0x06D8,0b904b402120,pc080sn+0xDB00,"0x002 (PROVEN, all 854 BG single vocab)"
0x06D9,4dcc96d9ecad,pc080sn+0xDB20,"0x002 (PROVEN, all 854 BG single vocab)"
0x06DA,1a331515df98,pc080sn+0xDB40,"0x002 (PROVEN, all 854 BG single vocab)"
0x06DB,059b642468d8,pc080sn+0xDB60,"0x002 (PROVEN, all 854 BG single vocab)"
0x06DC,e3c3939db542,pc080sn+0xDB80,"0x002 (PROVEN, all 854 BG single vocab)"
0x06DD,7772f9c5f182,pc080sn+0xDBA0,"0x002 (PROVEN, all 854 BG single vocab)"
0x06DE,1344e3d7e230,pc080sn+0xDBC0,"0x002 (PROVEN, all 854 BG single vocab)"
0x06DF,672817a5837e,pc080sn+0xDBE0,"0x002 (PROVEN, all 854 BG single vocab)"
0x06E0,2c235dab4b85,pc080sn+0xDC00,"0x002 (PROVEN, all 854 BG single vocab)"
0x06E1,c17c4e31b2ee,pc080sn+0xDC20,"0x002 (PROVEN, all 854 BG single vocab)"
0x06E2,608b718ce194,pc080sn+0xDC40,"0x002 (PROVEN, all 854 BG single vocab)"
0x06E3,e32f35b1ba1a,pc080sn+0xDC60,"0x002 (PROVEN, all 854 BG single vocab)"
0x06E4,2b8fdeb6b03f,pc080sn+0xDC80,"0x002 (PROVEN, all 854 BG single vocab)"
0x06E5,dcdc989f61ea,pc080sn+0xDCA0,"0x002 (PROVEN, all 854 BG single vocab)"
0x06E6,69e958db9ebb,pc080sn+0xDCC0,"0x002 (PROVEN, all 854 BG single vocab)"
0x06E7,2e23e88a7a9c,pc080sn+0xDCE0,"0x002 (PROVEN, all 854 BG single vocab)"
0x06E8,19d4e96a6d99,pc080sn+0xDD00,"0x002 (PROVEN, all 854 BG single vocab)"
0x06E9,8b9c62c65792,pc080sn+0xDD20,"0x002 (PROVEN, all 854 BG single vocab)"
0x06EA,3aed7b0362cf,pc080sn+0xDD40,"0x002 (PROVEN, all 854 BG single vocab)"
0x06EB,f5b6abd0910d,pc080sn+0xDD60,"0x002 (PROVEN, all 854 BG single vocab)"
0x06EC,4145b071fcb7,pc080sn+0xDD80,"0x002 (PROVEN, all 854 BG single vocab)"
0x06ED,893a1276a1b6,pc080sn+0xDDA0,"0x002 (PROVEN, all 854 BG single vocab)"
0x06EE,0467a8c5cc5f,pc080sn+0xDDC0,"0x002 (PROVEN, all 854 BG single vocab)"
0x06EF,b8d49b6322c0,pc080sn+0xDDE0,"0x002 (PROVEN, all 854 BG single vocab)"
0x06F0,9af1d61456ea,pc080sn+0xDE00,"0x002 (PROVEN, all 854 BG single vocab)"
0x06F1,222f5ceffac3,pc080sn+0xDE20,"0x002 (PROVEN, all 854 BG single vocab)"
0x06F2,e02f0c703b69,pc080sn+0xDE40,"0x002 (PROVEN, all 854 BG single vocab)"
0x06F3,131322e8c720,pc080sn+0xDE60,"0x002 (PROVEN, all 854 BG single vocab)"
0x06F4,7b3157957ad2,pc080sn+0xDE80,"0x002 (PROVEN, all 854 BG single vocab)"
0x06F5,bfae8144d899,pc080sn+0xDEA0,"0x002 (PROVEN, all 854 BG single vocab)"
0x06F6,1a5c62e5b49e,pc080sn+0xDEC0,"0x002 (PROVEN, all 854 BG single vocab)"
0x06F7,b886ed0f8735,pc080sn+0xDEE0,"0x002 (PROVEN, all 854 BG single vocab)"
0x06F8,d52f75d81071,pc080sn+0xDF00,"0x002 (PROVEN, all 854 BG single vocab)"
0x06F9,db32ddf3d95c,pc080sn+0xDF20,"0x002 (PROVEN, all 854 BG single vocab)"
0x06FA,48e882a4b49b,pc080sn+0xDF40,"0x002 (PROVEN, all 854 BG single vocab)"
0x06FB,b9eaa580dafb,pc080sn+0xDF60,"0x002 (PROVEN, all 854 BG single vocab)"
0x06FC,590c4e6f0dc9,pc080sn+0xDF80,"0x002 (PROVEN, all 854 BG single vocab)"
0x06FD,b2dbfdfaf57e,pc080sn+0xDFA0,"0x002 (PROVEN, all 854 BG single vocab)"
0x06FE,8ea6a3db0b90,pc080sn+0xDFC0,"0x002 (PROVEN, all 854 BG single vocab)"
0x06FF,787f9ab34875,pc080sn+0xDFE0,"0x002 (PROVEN, all 854 BG single vocab)"
0x0700,cd22693afdef,pc080sn+0xE000,"0x002 (PROVEN, all 854 BG single vocab)"
0x0701,110227cef2e3,pc080sn+0xE020,"0x002 (PROVEN, all 854 BG single vocab)"
0x0702,172a0afab744,pc080sn+0xE040,"0x002 (PROVEN, all 854 BG single vocab)"
0x0703,f43d8bb438f3,pc080sn+0xE060,"0x002 (PROVEN, all 854 BG single vocab)"
0x0704,f017c46f4bff,pc080sn+0xE080,"0x002 (PROVEN, all 854 BG single vocab)"
0x0705,2a7457683794,pc080sn+0xE0A0,"0x002 (PROVEN, all 854 BG single vocab)"
0x0706,14f998c03fea,pc080sn+0xE0C0,"0x002 (PROVEN, all 854 BG single vocab)"
0x0707,60f59a48ba1d,pc080sn+0xE0E0,"0x002 (PROVEN, all 854 BG single vocab)"
0x0708,059a446050a3,pc080sn+0xE100,"0x002 (PROVEN, all 854 BG single vocab)"
0x0709,62e16bf095fc,pc080sn+0xE120,"0x002 (PROVEN, all 854 BG single vocab)"
0x070A,30caa9ac3ca0,pc080sn+0xE140,"0x002 (PROVEN, all 854 BG single vocab)"
0x070B,5e9b40201a08,pc080sn+0xE160,"0x002 (PROVEN, all 854 BG single vocab)"
0x070C,af106b07f720,pc080sn+0xE180,"0x002 (PROVEN, all 854 BG single vocab)"
0x070D,300ddded1d5e,pc080sn+0xE1A0,"0x002 (PROVEN, all 854 BG single vocab)"
0x070E,4a49ce123451,pc080sn+0xE1C0,"0x002 (PROVEN, all 854 BG single vocab)"
0x070F,55ff3b160404,pc080sn+0xE1E0,"0x002 (PROVEN, all 854 BG single vocab)"
0x0710,27634e5124ed,pc080sn+0xE200,"0x002 (PROVEN, all 854 BG single vocab)"
0x0711,5dff6b136df8,pc080sn+0xE220,"0x002 (PROVEN, all 854 BG single vocab)"
0x0712,3cf2f06c66c0,pc080sn+0xE240,"0x002 (PROVEN, all 854 BG single vocab)"
0x0713,272a1b54ce01,pc080sn+0xE260,"0x002 (PROVEN, all 854 BG single vocab)"
0x0714,22c85d1d49f1,pc080sn+0xE280,"0x002 (PROVEN, all 854 BG single vocab)"
0x0715,5d1cff9f5180,pc080sn+0xE2A0,"0x002 (PROVEN, all 854 BG single vocab)"
0x0716,70dc893084e0,pc080sn+0xE2C0,"0x002 (PROVEN, all 854 BG single vocab)"
0x0717,6866f935b1b3,pc080sn+0xE2E0,"0x002 (PROVEN, all 854 BG single vocab)"
0x0718,e1f1fe26dd8c,pc080sn+0xE300,"0x002 (PROVEN, all 854 BG single vocab)"
0x0719,76052aaa9a0e,pc080sn+0xE320,"0x002 (PROVEN, all 854 BG single vocab)"
0x071A,2d6a13e1453f,pc080sn+0xE340,"0x002 (PROVEN, all 854 BG single vocab)"
0x071B,e157f693392e,pc080sn+0xE360,"0x002 (PROVEN, all 854 BG single vocab)"
0x071C,3fb3308e9cb4,pc080sn+0xE380,"0x002 (PROVEN, all 854 BG single vocab)"
0x071D,2f1193e998d8,pc080sn+0xE3A0,"0x002 (PROVEN, all 854 BG single vocab)"
0x071E,01d6ba6cbbf3,pc080sn+0xE3C0,"0x002 (PROVEN, all 854 BG single vocab)"
0x071F,1298b2aada26,pc080sn+0xE3E0,"0x002 (PROVEN, all 854 BG single vocab)"
0x0720,416dd7cd6be4,pc080sn+0xE400,"0x002 (PROVEN, all 854 BG single vocab)"
0x0721,f02345ce654a,pc080sn+0xE420,"0x002 (PROVEN, all 854 BG single vocab)"
0x0722,350f1378499b,pc080sn+0xE440,"0x002 (PROVEN, all 854 BG single vocab)"
0x0723,dfc07eb3dafb,pc080sn+0xE460,"0x002 (PROVEN, all 854 BG single vocab)"
0x0724,e1cd1ec9fbc0,pc080sn+0xE480,"0x002 (PROVEN, all 854 BG single vocab)"
0x0725,cc6da24c3f07,pc080sn+0xE4A0,"0x002 (PROVEN, all 854 BG single vocab)"
0x0726,3a4652a5be8f,pc080sn+0xE4C0,"0x002 (PROVEN, all 854 BG single vocab)"
0x0727,70267ba0c009,pc080sn+0xE4E0,"0x002 (PROVEN, all 854 BG single vocab)"
0x0728,699d90e9d0fa,pc080sn+0xE500,"0x002 (PROVEN, all 854 BG single vocab)"
0x0729,831ca31d0f7c,pc080sn+0xE520,"0x002 (PROVEN, all 854 BG single vocab)"
0x072A,9bf9147b15e3,pc080sn+0xE540,"0x002 (PROVEN, all 854 BG single vocab)"
0x072B,a78c4df0ec9c,pc080sn+0xE560,"0x002 (PROVEN, all 854 BG single vocab)"
0x072C,27909a55e5a0,pc080sn+0xE580,"0x002 (PROVEN, all 854 BG single vocab)"
0x072D,8019cdc6d8a3,pc080sn+0xE5A0,"0x002 (PROVEN, all 854 BG single vocab)"
0x072E,a58efd28d7f4,pc080sn+0xE5C0,"0x002 (PROVEN, all 854 BG single vocab)"
0x072F,3158e4ca11f0,pc080sn+0xE5E0,"0x002 (PROVEN, all 854 BG single vocab)"
0x0730,a5338e2cd5c9,pc080sn+0xE600,"0x002 (PROVEN, all 854 BG single vocab)"
0x0731,c4270cde15a8,pc080sn+0xE620,"0x002 (PROVEN, all 854 BG single vocab)"
0x0732,af1b3b8d32f0,pc080sn+0xE640,"0x002 (PROVEN, all 854 BG single vocab)"
0x0733,188ffb3085d4,pc080sn+0xE660,"0x002 (PROVEN, all 854 BG single vocab)"
0x0734,35e0b6b08ff8,pc080sn+0xE680,"0x002 (PROVEN, all 854 BG single vocab)"
0x0735,280f3766f2b5,pc080sn+0xE6A0,"0x002 (PROVEN, all 854 BG single vocab)"
0x0736,7076ffb3d1a6,pc080sn+0xE6C0,"0x002 (PROVEN, all 854 BG single vocab)"
0x0737,aa908826f4a6,pc080sn+0xE6E0,"0x002 (PROVEN, all 854 BG single vocab)"
0x0738,c30d74d9e5e6,pc080sn+0xE700,"0x002 (PROVEN, all 854 BG single vocab)"
0x0739,a8cb591452ed,pc080sn+0xE720,"0x002 (PROVEN, all 854 BG single vocab)"
0x073A,47ef6ffd343f,pc080sn+0xE740,"0x002 (PROVEN, all 854 BG single vocab)"
0x073B,a0215ffc2500,pc080sn+0xE760,"0x002 (PROVEN, all 854 BG single vocab)"
0x073C,c2c720e770eb,pc080sn+0xE780,"0x002 (PROVEN, all 854 BG single vocab)"
0x073D,16187bc27ae3,pc080sn+0xE7A0,"0x002 (PROVEN, all 854 BG single vocab)"
0x073E,011bc53d4252,pc080sn+0xE7C0,"0x002 (PROVEN, all 854 BG single vocab)"
0x073F,0734b4715120,pc080sn+0xE7E0,"0x002 (PROVEN, all 854 BG single vocab)"
0x0740,b569950be34f,pc080sn+0xE800,"0x002 (PROVEN, all 854 BG single vocab)"
0x0741,0ddb3163f096,pc080sn+0xE820,"0x002 (PROVEN, all 854 BG single vocab)"
0x0742,ff9b9750e400,pc080sn+0xE840,"0x002 (PROVEN, all 854 BG single vocab)"
0x0743,a586c8e8ef5d,pc080sn+0xE860,"0x002 (PROVEN, all 854 BG single vocab)"
0x0744,941e50915d86,pc080sn+0xE880,"0x002 (PROVEN, all 854 BG single vocab)"
0x0745,045b2ee7cbaa,pc080sn+0xE8A0,"0x002 (PROVEN, all 854 BG single vocab)"
0x0746,40e9a27e65c0,pc080sn+0xE8C0,"0x002 (PROVEN, all 854 BG single vocab)"
0x0747,818090265248,pc080sn+0xE8E0,"0x002 (PROVEN, all 854 BG single vocab)"
0x0748,56b015030010,pc080sn+0xE900,"0x002 (PROVEN, all 854 BG single vocab)"
0x0749,4350fb068de3,pc080sn+0xE920,"0x002 (PROVEN, all 854 BG single vocab)"
0x074A,91d0885d4a67,pc080sn+0xE940,"0x002 (PROVEN, all 854 BG single vocab)"
0x074B,395e7b61636c,pc080sn+0xE960,"0x002 (PROVEN, all 854 BG single vocab)"
0x074C,0ebbcd3e1803,pc080sn+0xE980,"0x002 (PROVEN, all 854 BG single vocab)"
0x074D,e6cd3adfc6a9,pc080sn+0xE9A0,"0x002 (PROVEN, all 854 BG single vocab)"
0x074E,573364395f36,pc080sn+0xE9C0,"0x002 (PROVEN, all 854 BG single vocab)"
0x074F,2fa6763bcdf5,pc080sn+0xE9E0,"0x002 (PROVEN, all 854 BG single vocab)"
0x0750,49b3970757bb,pc080sn+0xEA00,"0x002 (PROVEN, all 854 BG single vocab)"
0x0751,9a767c36b851,pc080sn+0xEA20,"0x002 (PROVEN, all 854 BG single vocab)"
0x0752,0683b3ea2003,pc080sn+0xEA40,"0x002 (PROVEN, all 854 BG single vocab)"
0x0753,bf28bd2b1e78,pc080sn+0xEA60,"0x002 (PROVEN, all 854 BG single vocab)"
0x0754,2f3eaa787b32,pc080sn+0xEA80,"0x002 (PROVEN, all 854 BG single vocab)"
0x0755,7857caa5f6af,pc080sn+0xEAA0,"0x002 (PROVEN, all 854 BG single vocab)"
0x0756,e45a1c38d3e3,pc080sn+0xEAC0,"0x002 (PROVEN, all 854 BG single vocab)"
0x0757,20f32c1c386f,pc080sn+0xEAE0,"0x002 (PROVEN, all 854 BG single vocab)"
0x0758,597037ff7dd8,pc080sn+0xEB00,"0x002 (PROVEN, all 854 BG single vocab)"
0x0759,48cec1d858c0,pc080sn+0xEB20,"0x002 (PROVEN, all 854 BG single vocab)"
0x075A,7e5339d9e824,pc080sn+0xEB40,"0x002 (PROVEN, all 854 BG single vocab)"
0x075B,cb12df2b3f3a,pc080sn+0xEB60,"0x002 (PROVEN, all 854 BG single vocab)"
0x075C,2cebb376c5f8,pc080sn+0xEB80,"0x002 (PROVEN, all 854 BG single vocab)"
0x075D,da5826f47fa1,pc080sn+0xEBA0,"0x002 (PROVEN, all 854 BG single vocab)"
0x075E,e2f61c5a6f5d,pc080sn+0xEBC0,"0x002 (PROVEN, all 854 BG single vocab)"
0x075F,55b2fb941e53,pc080sn+0xEBE0,"0x002 (PROVEN, all 854 BG single vocab)"
0x0760,2b65bbefd5e9,pc080sn+0xEC00,"0x002 (PROVEN, all 854 BG single vocab)"
0x0761,e70d8f8c6e58,pc080sn+0xEC20,"0x002 (PROVEN, all 854 BG single vocab)"
0x0762,ffedd4d47538,pc080sn+0xEC40,"0x002 (PROVEN, all 854 BG single vocab)"
0x0763,f8a3608d2a02,pc080sn+0xEC60,"0x002 (PROVEN, all 854 BG single vocab)"
0x0764,44d7ce5984ec,pc080sn+0xEC80,"0x002 (PROVEN, all 854 BG single vocab)"
0x0765,33efec4522e9,pc080sn+0xECA0,"0x002 (PROVEN, all 854 BG single vocab)"
0x0766,bff3a5b5fbee,pc080sn+0xECC0,"0x002 (PROVEN, all 854 BG single vocab)"
0x0767,9992dc1b6cf2,pc080sn+0xECE0,"0x002 (PROVEN, all 854 BG single vocab)"
0x0768,d940848f3f23,pc080sn+0xED00,"0x002 (PROVEN, all 854 BG single vocab)"
0x0769,5c47b20a5bab,pc080sn+0xED20,"0x002 (PROVEN, all 854 BG single vocab)"
0x076A,b293d369436f,pc080sn+0xED40,"0x002 (PROVEN, all 854 BG single vocab)"
0x076B,6aced878bade,pc080sn+0xED60,"0x002 (PROVEN, all 854 BG single vocab)"
0x076C,cec84f7c2176,pc080sn+0xED80,"0x002 (PROVEN, all 854 BG single vocab)"
0x076D,38bf4604820c,pc080sn+0xEDA0,"0x002 (PROVEN, all 854 BG single vocab)"
0x076E,ba3c6f1fd869,pc080sn+0xEDC0,"0x002 (PROVEN, all 854 BG single vocab)"
0x076F,c671dc40634b,pc080sn+0xEDE0,"0x002 (PROVEN, all 854 BG single vocab)"
0x0770,4a5c7bb8ca0d,pc080sn+0xEE00,"0x002 (PROVEN, all 854 BG single vocab)"
0x0771,582e5519dbbd,pc080sn+0xEE20,"0x002 (PROVEN, all 854 BG single vocab)"
0x0772,d1c0bfc7d025,pc080sn+0xEE40,"0x002 (PROVEN, all 854 BG single vocab)"
0x0773,7547721eeb46,pc080sn+0xEE60,"0x002 (PROVEN, all 854 BG single vocab)"
0x0774,9c299e7b1570,pc080sn+0xEE80,"0x002 (PROVEN, all 854 BG single vocab)"
0x0775,bf763d7b6f47,pc080sn+0xEEA0,"0x002 (PROVEN, all 854 BG single vocab)"
0x0776,297218906082,pc080sn+0xEEC0,"0x002 (PROVEN, all 854 BG single vocab)"
0x0777,d69725f7a8c2,pc080sn+0xEEE0,"0x002 (PROVEN, all 854 BG single vocab)"
0x0778,c27d3e1c3943,pc080sn+0xEF00,"0x002 (PROVEN, all 854 BG single vocab)"
0x0779,201dc5ef1064,pc080sn+0xEF20,"0x002 (PROVEN, all 854 BG single vocab)"
0x077A,49e14ce1bcf3,pc080sn+0xEF40,"0x002 (PROVEN, all 854 BG single vocab)"
0x077B,586154c96d71,pc080sn+0xEF60,"0x002 (PROVEN, all 854 BG single vocab)"
0x077C,0a04c86db14b,pc080sn+0xEF80,"0x002 (PROVEN, all 854 BG single vocab)"
0x077D,331a796571cb,pc080sn+0xEFA0,"0x002 (PROVEN, all 854 BG single vocab)"
0x077E,dd0036aeeb78,pc080sn+0xEFC0,"0x002 (PROVEN, all 854 BG single vocab)"
0x077F,76cdd2285e6c,pc080sn+0xEFE0,"0x002 (PROVEN, all 854 BG single vocab)"
0x0780,af9e250244a0,pc080sn+0xF000,"0x002 (PROVEN, all 854 BG single vocab)"
0x0781,e9c9655ad435,pc080sn+0xF020,"0x002 (PROVEN, all 854 BG single vocab)"
0x0782,0082c22bed27,pc080sn+0xF040,"0x002 (PROVEN, all 854 BG single vocab)"
0x0783,8e0487f5372f,pc080sn+0xF060,"0x002 (PROVEN, all 854 BG single vocab)"
0x0784,11127fe1ed11,pc080sn+0xF080,"0x002 (PROVEN, all 854 BG single vocab)"
0x0785,416790be58e4,pc080sn+0xF0A0,"0x002 (PROVEN, all 854 BG single vocab)"
0x0786,13fe3fa4081b,pc080sn+0xF0C0,"0x002 (PROVEN, all 854 BG single vocab)"
0x0787,3700fdeb286f,pc080sn+0xF0E0,"0x002 (PROVEN, all 854 BG single vocab)"
0x0788,473fa2e3913a,pc080sn+0xF100,"0x002 (PROVEN, all 854 BG single vocab)"
0x0789,69457c9ce5c1,pc080sn+0xF120,"0x002 (PROVEN, all 854 BG single vocab)"
0x078A,f570c12aff86,pc080sn+0xF140,"0x002 (PROVEN, all 854 BG single vocab)"
0x078B,2db0777f043b,pc080sn+0xF160,"0x002 (PROVEN, all 854 BG single vocab)"
0x078C,32c29fedc22c,pc080sn+0xF180,"0x002 (PROVEN, all 854 BG single vocab)"
0x078D,688fb57415c9,pc080sn+0xF1A0,"0x002 (PROVEN, all 854 BG single vocab)"
0x078E,c702ecec5670,pc080sn+0xF1C0,"0x002 (PROVEN, all 854 BG single vocab)"
0x078F,695d5dff9145,pc080sn+0xF1E0,"0x002 (PROVEN, all 854 BG single vocab)"
0x0790,0a696a30756c,pc080sn+0xF200,"0x002 (PROVEN, all 854 BG single vocab)"
0x0791,2be7adaeb0e1,pc080sn+0xF220,"0x002 (PROVEN, all 854 BG single vocab)"
0x0792,8daae66910a6,pc080sn+0xF240,"0x002 (PROVEN, all 854 BG single vocab)"
0x0793,0bf0bd8add30,pc080sn+0xF260,"0x002 (PROVEN, all 854 BG single vocab)"
0x0794,6ac4acfd6512,pc080sn+0xF280,"0x002 (PROVEN, all 854 BG single vocab)"
0x0795,e1490f2fc30c,pc080sn+0xF2A0,"0x002 (PROVEN, all 854 BG single vocab)"
0x0796,b3c33b62bd86,pc080sn+0xF2C0,"0x002 (PROVEN, all 854 BG single vocab)"
0x0797,0b45a6b06da8,pc080sn+0xF2E0,"0x002 (PROVEN, all 854 BG single vocab)"
0x0798,b317dede10d7,pc080sn+0xF300,"0x002 (PROVEN, all 854 BG single vocab)"
0x0799,5b2ac8bbce4a,pc080sn+0xF320,"0x002 (PROVEN, all 854 BG single vocab)"
0x079A,27658aa06406,pc080sn+0xF340,"0x002 (PROVEN, all 854 BG single vocab)"
0x079B,1c7d42e22af3,pc080sn+0xF360,"0x002 (PROVEN, all 854 BG single vocab)"
0x079C,f55a500495b1,pc080sn+0xF380,"0x002 (PROVEN, all 854 BG single vocab)"
0x079D,3faea72f278f,pc080sn+0xF3A0,"0x002 (PROVEN, all 854 BG single vocab)"
0x079E,46dd82d472be,pc080sn+0xF3C0,"0x002 (PROVEN, all 854 BG single vocab)"
0x079F,996072804be9,pc080sn+0xF3E0,"0x002 (PROVEN, all 854 BG single vocab)"
0x07A0,f96707181413,pc080sn+0xF400,"0x002 (PROVEN, all 854 BG single vocab)"
0x07A1,420a158cdbd5,pc080sn+0xF420,"0x002 (PROVEN, all 854 BG single vocab)"
0x07A2,1f454eedea78,pc080sn+0xF440,"0x002 (PROVEN, all 854 BG single vocab)"
0x07A3,7b4185205d56,pc080sn+0xF460,"0x002 (PROVEN, all 854 BG single vocab)"
0x07A4,c94c91e3806c,pc080sn+0xF480,"0x002 (PROVEN, all 854 BG single vocab)"
0x07A5,6a855a808784,pc080sn+0xF4A0,"0x002 (PROVEN, all 854 BG single vocab)"
0x07A6,6f9d5f4175c4,pc080sn+0xF4C0,"0x002 (PROVEN, all 854 BG single vocab)"
0x07A7,089c9666e580,pc080sn+0xF4E0,"0x002 (PROVEN, all 854 BG single vocab)"
0x07A8,2bd5840d4540,pc080sn+0xF500,"0x002 (PROVEN, all 854 BG single vocab)"
0x07A9,12b48bdc4126,pc080sn+0xF520,"0x002 (PROVEN, all 854 BG single vocab)"
0x07AA,ebbfe5cf9826,pc080sn+0xF540,"0x002 (PROVEN, all 854 BG single vocab)"
0x07AB,4a5175d9a1e9,pc080sn+0xF560,"0x002 (PROVEN, all 854 BG single vocab)"
0x07AC,9567d30126bb,pc080sn+0xF580,"0x002 (PROVEN, all 854 BG single vocab)"
0x07AD,81cb2da19a2e,pc080sn+0xF5A0,"0x002 (PROVEN, all 854 BG single vocab)"
0x07AE,7713bad5fc07,pc080sn+0xF5C0,"0x002 (PROVEN, all 854 BG single vocab)"
0x07AF,c1efa373e9b7,pc080sn+0xF5E0,"0x002 (PROVEN, all 854 BG single vocab)"
0x07B0,3fd24e2fc9d3,pc080sn+0xF600,"0x002 (PROVEN, all 854 BG single vocab)"
0x07B1,079ea699a91f,pc080sn+0xF620,"0x002 (PROVEN, all 854 BG single vocab)"
0x07B2,a0cc46d97e88,pc080sn+0xF640,"0x002 (PROVEN, all 854 BG single vocab)"
0x07B3,67f60054e96a,pc080sn+0xF660,"0x002 (PROVEN, all 854 BG single vocab)"
0x07B4,5f245e1c7d72,pc080sn+0xF680,"0x002 (PROVEN, all 854 BG single vocab)"
0x07B5,dad53c51c2b2,pc080sn+0xF6A0,"0x002 (PROVEN, all 854 BG single vocab)"
0x07B6,a86c7fc88c8a,pc080sn+0xF6C0,"0x002 (PROVEN, all 854 BG single vocab)"
0x07B7,5c8c3ffc3c94,pc080sn+0xF6E0,"0x002 (PROVEN, all 854 BG single vocab)"
0x07B8,04f36771efaf,pc080sn+0xF700,"0x002 (PROVEN, all 854 BG single vocab)"
0x07B9,041968cce8dd,pc080sn+0xF720,"0x002 (PROVEN, all 854 BG single vocab)"
0x07BA,85c174062864,pc080sn+0xF740,"0x002 (PROVEN, all 854 BG single vocab)"
0x07BB,42ac7ac2d67b,pc080sn+0xF760,"0x002 (PROVEN, all 854 BG single vocab)"
0x07BC,c298c47555d4,pc080sn+0xF780,"0x002 (PROVEN, all 854 BG single vocab)"
0x07BD,79ab904f8893,pc080sn+0xF7A0,"0x002 (PROVEN, all 854 BG single vocab)"
0x07BE,ca0e7915367c,pc080sn+0xF7C0,"0x002 (PROVEN, all 854 BG single vocab)"
0x07BF,fa5ed58b166b,pc080sn+0xF7E0,"0x002 (PROVEN, all 854 BG single vocab)"
0x07C0,ea02f1adc854,pc080sn+0xF800,"0x002 (PROVEN, all 854 BG single vocab)"
0x07C1,ac6d8282a8f6,pc080sn+0xF820,"0x002 (PROVEN, all 854 BG single vocab)"
0x07C2,32160794ac3d,pc080sn+0xF840,"0x002 (PROVEN, all 854 BG single vocab)"
0x07C3,ac298b8aef6f,pc080sn+0xF860,"0x002 (PROVEN, all 854 BG single vocab)"
0x07C4,585d5d6a69b3,pc080sn+0xF880,"0x002 (PROVEN, all 854 BG single vocab)"
0x07C5,4defbe8d6799,pc080sn+0xF8A0,"0x002 (PROVEN, all 854 BG single vocab)"
0x07C6,d3cf27a4ede6,pc080sn+0xF8C0,"0x002 (PROVEN, all 854 BG single vocab)"
0x07C7,c8c03209eaa2,pc080sn+0xF8E0,"0x002 (PROVEN, all 854 BG single vocab)"
0x07C8,55dcb5a326d4,pc080sn+0xF900,"0x002 (PROVEN, all 854 BG single vocab)"
0x07C9,462f70b39fa0,pc080sn+0xF920,"0x002 (PROVEN, all 854 BG single vocab)"
0x07CA,35a5dc09870b,pc080sn+0xF940,"0x002 (PROVEN, all 854 BG single vocab)"
0x07CB,f9b13efb2d64,pc080sn+0xF960,"0x002 (PROVEN, all 854 BG single vocab)"
0x07CC,07ccf18062bc,pc080sn+0xF980,"0x002 (PROVEN, all 854 BG single vocab)"
0x07CD,47d62403a695,pc080sn+0xF9A0,"0x002 (PROVEN, all 854 BG single vocab)"
0x07CE,3399a3ce6480,pc080sn+0xF9C0,"0x002 (PROVEN, all 854 BG single vocab)"
0x07CF,43dc8ca1006f,pc080sn+0xF9E0,"0x002 (PROVEN, all 854 BG single vocab)"
0x07D0,b7a4cb058b22,pc080sn+0xFA00,"0x002 (PROVEN, all 854 BG single vocab)"
0x07D1,4b88cf681fa8,pc080sn+0xFA20,"0x002 (PROVEN, all 854 BG single vocab)"
0x07D2,e7a1d271ae9c,pc080sn+0xFA40,"0x002 (PROVEN, all 854 BG single vocab)"
0x07D3,ed42bea20270,pc080sn+0xFA60,"0x002 (PROVEN, all 854 BG single vocab)"
