arcade_tile_code,records_used,exact_hash,flip_normalized_hash,dup_group_id,dup_group_size
0x0408,1;2;6;8;14,2266191fa78e,2266191fa78e,820,1
0x0409,1;2;6;8;14,68894c4e3fba,68894c4e3fba,821,1
0x040A,1;2;4;6;8;10;11;12;13;14,460125b5cf40,460125b5cf40,822,1
0x040B,1;2;4;6;8;10;11;12;13;14,a3e3057624bc,f5ca0af37d8d,823,1
0x040C,2;4;6;8;10;11;12;13;14,dddfaf84177b,a6d8ed1118c6,824,1
0x040D,2;4;6;8;10;11;12;13;14,f516f1c3dc41,7290fbb26fac,825,1
0x040E,1;2;4;5;6;7;8;10;11;12;13;14,2834d6bd8b65,8c49b3c0609f,826,1
0x040F,2;4;6;8;10;11;12;13;14,280e5138cee5,24a3dcd1f871,827,1
0x0410,2;4;6;8;10;11;12;13;14,e0883aec5e96,e0883aec5e96,828,1
0x0411,1;2;4;5;6;7;8;11;13;14,62f4947376e7,62f4947376e7,829,1
0x0412,1;4;5;6;7;8,fe0b649a0f0b,4297289d1ef5,830,1
0x0413,1;4;5;6;7;8,a1298cc69ad3,f1999f790fab,831,1
0x0414,1;4;5;6;7;8,2267184aa0f9,e243a5e0a2ec,832,1
0x0415,1;4;5;6;7;8;11;13;14,a47af06c7fb6,7209fd0dce2e,833,1
0x0416,1;4;5;6;7;8,2809623c5c72,2e819848ece3,834,1
0x0417,1;4;5;6;7;8;11;13;14,ca90fbcea235,c499fe21498c,835,1
0x0418,1;4;5;6;7;8;11;13;14,2393f2a16474,2393f2a16474,836,1
0x0419,1;4;5;6;7;8;11;13;14,24021d0af2dd,24021d0af2dd,837,1
0x041A,1;4;5;6;7;8;11;13;14,0c356737e239,eecac8f330b4,838,1
0x041B,1;4;5;6;7;8;11;13;14,ff8703951bf8,ad01d3bc5145,839,1
0x041C,0;1;5;6;7;8;11;13,7d17b0e16814,4cbe44266913,840,1
0x041D,0;1;5;6;7;8;11;13,958587b817fa,958587b817fa,841,1
0x041E,0;1;5;6;7;8;11;13,4e4c62693e1d,4e4c62693e1d,842,1
0x041F,1;8;13,78174ca5a192,78174ca5a192,843,1
0x0420,0;1;5;6;7;8;11;13,7b32146328e3,7b32146328e3,844,1
0x0421,0;1;5;6;7;8;11;13,aa55a99274ca,aa55a99274ca,845,1
0x0422,0;1;5;6;7;8;11;13,06116c70a886,06116c70a886,846,1
0x0423,1;8;13,c0c57d62b57c,c0c57d62b57c,847,1
0x0424,0;1;5;6;7;8;11;13,0281b1aa6f5b,0281b1aa6f5b,848,1
0x0425,0;1;5;6;7;8;11;13,fdaf78d94267,fdaf78d94267,849,1
0x0426,0;1;5;6;7;8;11;13,95a3b388f3b4,95a3b388f3b4,850,1
0x0427,1;8;13,a6e0ce1fd955,cacb1034bccb,851,1
0x0428,0;1;5;6;7;8;11;13,87f581af2df7,87f581af2df7,852,1
0x0429,0;1;5;6;7;8;11;13,c3d6ad95ebb8,016755ea2a07,853,1
0x042A,0;1;5;6;7;8;11;13,8a330f1ed540,14939091cd6f,854,1
0x042B,1;8;13,7dd1ae1b1dac,7dd1ae1b1dac,855,1
0x042C,1;2;7;8;14,7eb46e9dd4c6,6d0ac77cad61,856,1
0x042D,1;2;7;8;14,97e83e9ca710,80e1661d7fb1,857,1
0x042E,1;2;7;8;14,1349964c7422,1349964c7422,858,1
0x042F,1;2;7;8;14,a9942952c0da,a9942952c0da,859,1
0x0430,1;2;7;8;14,6b604d005e05,157edb73caed,860,1
0x0431,1;2;7;8;13;14,ab48cb175456,eaa8730b6504,861,1
0x0432,1;2;7;8;14,692ea976a9be,692ea976a9be,862,1
0x0433,1;2;7;8;14,baff9643c394,baff9643c394,863,1
0x0434,0;5;6;7;13,d73ff981fb74,d73ff981fb74,864,1
0x0435,0;5;6;7;13,418ec98937ca,d5f3a29a9301,865,1
0x0436,0;5;6;7;13,9953a8dd1a88,34f045000022,866,1
0x0437,0;5;6;7;13,23c9d7b96ded,403de6f7bd74,867,1
0x0438,2;4;6;10;11;12;13;14,63a846d477dd,63a846d477dd,868,1
0x0439,2;4;6;10;11;12;13;14,a0e5c4f770dd,a0e5c4f770dd,869,1
0x043A,11;13;14,3e81faeb8d0a,58c17fb423d1,870,1
0x043B,11;13;14,0c626aea9d09,0c626aea9d09,871,1
0x043C,11;13;14,e6b7506aaff6,bacf94a12934,872,1
0x043D,11;13;14,e9ca4daa8fbf,e7bbbff2ce08,873,1
0x043E,1;2,cd122a65c113,94a1fd1bc05e,874,1
0x043F,1,b944ef71035f,b944ef71035f,875,1
0x0440,1;8;13;14,05f6a7c509df,c81a49ae189f,876,1
0x0441,1,d930e7134d16,acd8b0fb0ebb,877,1
0x0442,1,909880f47413,0898a37dbf40,878,1
0x0443,1,cf5d57003803,ce5a734821c7,879,1
0x0444,1,b14e1c4be264,b14e1c4be264,880,1
0x0445,1;2;7;13,ece26f649a38,77327a2cea1a,881,1
0x0446,1,5bc492eb0529,8957369414f8,882,1
0x0447,1,dd45192d23ec,dd45192d23ec,883,1
0x0448,1;2;7;13,3b89b81f3102,3b89b81f3102,884,1
0x0449,2,16fb27f64511,16fb27f64511,885,1
0x044A,2,213a88229a15,213a88229a15,886,1
0x044B,2,f012fe18fba7,8be5494a095e,887,1
0x044C,2,1d06657a9eda,dea1e0ac8683,888,1
0x044D,2,83de94918a50,3f9c8d875cb9,889,1
0x044E,2,9f1355aa4b32,9f1355aa4b32,890,1
0x044F,2,c70b7904c28c,ac41256c4b42,891,1
0x0450,2,ad666da8339f,29500c234ce8,892,1
0x0451,2,5706396eb6e7,5706396eb6e7,893,1
0x0452,7;13,e2ff6c667d7c,f2be7c9cbd07,894,1
0x0453,7;13,5c22740fec16,5c22740fec16,895,1
0x0454,7;13,99446bf1aee3,99446bf1aee3,896,1
0x0455,7;13,06b833c8f6c3,f4f13a20a877,897,1
0x0456,7;13,d5eec035df8f,933a7f0d3a66,898,1
0x0457,7;13,27a9a6ca05a8,5aab85c8fdf8,899,1
0x0458,7;13,ac9cbf32084e,a0ccdda9b466,900,1
0x0459,7;13,9ca391ee35f9,1f1f564aa070,901,1
0x045A,7;13,bcacf6d23d46,bcacf6d23d46,902,1
0x045B,7;13,670dbeae85ac,64764f195211,903,1
0x045C,7;13,9b30b3558884,65ce6be6d1e0,904,1
0x045D,7;13,3cd884c15d49,3cd884c15d49,905,1
0x045E,7;13,636f9e76c01c,bfc0a82eb0cf,906,1
0x045F,7;13,e6183e6e9800,c3100bfa5608,907,1
0x0460,7;13,6a915d456a13,aa59396b71a0,908,1
0x0461,7;13,b23a6aeedf45,0377bf5be8e5,909,1
0x0462,7;13,88eb1470bc08,b652fbedd9fb,910,1
0x0463,7;13,f1da7d91afe4,f1da7d91afe4,911,1
0x0464,7;13,148a8e6501e5,148a8e6501e5,912,1
0x0465,7;13,6d7269d5bad7,ed2ed16197bc,913,1
0x0466,7;13,c728275fc524,722b190ddb82,914,1
0x0467,7;13,8370d52a9b6b,b2400c791f66,915,1
0x0468,7;13,980d29ef145d,980d29ef145d,916,1
0x0469,7;13,7de765553cb8,b9ff9104fee3,917,1
0x046A,7;13,6c204724b991,b96a3378d568,918,1
0x046B,7;13,8e83720bd54f,a578543aad06,919,1
0x046C,7;13,22d3e85f36ea,d48f65c0ff95,920,1
0x046D,7;13,1113bcc10672,1113bcc10672,921,1
0x046E,7;13,da4e3d376252,a0cbcf810969,922,1
0x046F,7;13,e773becd66d6,8d40f0767bcf,923,1
0x0470,7;13,b977b4a1426e,93c91245aeff,924,1
0x0471,8;13;14,74338dbd5faf,74338dbd5faf,925,1
0x0472,8;13;14,a2ffb53e9ebb,deb39f078f5f,926,1
0x0473,8;13;14,b9da4243de31,b9da4243de31,927,1
0x0474,8;13;14,51cca8a74df0,51cca8a74df0,928,1
0x0475,8;13;14,27a9bc64afa1,93f3116407f4,929,1
0x0476,8;13;14,8758f63e752d,5df415da0e3b,930,1
0x0477,8;13;14,00d05db060bb,00d05db060bb,931,1
0x0478,8;13;14,75091afa8ec5,75091afa8ec5,932,1
0x0479,8;13;14,7345ed067c7d,1d84ab71fa83,933,1
0x047A,8;13;14,f988c3f91a37,5af6e7a25575,934,1
0x047B,8;13;14,c40db7d41724,c40db7d41724,935,1
0x047C,8;13;14,b3c7f0d6eee9,5dd47d9422d0,936,1
0x047D,8,a8cb5aebacfb,1ac1164d1316,937,1
0x047E,8,b1ba5a2d2142,d5587b64f5c9,938,1
0x0483,2;13;14,1393d7d8a017,4fa9e91b81f8,939,1
0x0484,2;13;14,bcb0750fbcff,78c336b3f686,940,1
0x0485,2;13;14,65f90bf9f299,b7a53883bb5c,941,1
0x0486,2;13;14,2a357644be62,a8a1a8d90141,942,1
0x0487,4;6;10,09e5e8f2a7c3,a899e847b32d,943,1
0x0488,4;6;10,d8706603931f,d8706603931f,944,1
0x0489,4;6;10,0b4d84637f16,0a3d02441e13,945,1
0x048A,4;6;10,09ef64a63191,09ef64a63191,946,1
0x048B,11,a2226ca3420d,a2226ca3420d,947,1
0x048C,11,ae896da2b34f,ae896da2b34f,948,1
0x048D,11,e6fd882129c5,35d7ea511e7b,949,1
0x048E,11,230e9b5a1608,230e9b5a1608,950,1
0x048F,2,17ac727f0f26,4bcc65aa8e0e,951,1
0x0490,2,d04eb1d36c5c,22672b3891eb,952,1
0x0491,2,4cea98ace5f5,b0ee67561b6f,953,1
0x0492,2;14,2b58049dd896,6050e6ad7996,954,1
0x0493,2;14,b5b8974b64e4,b5b8974b64e4,955,1
0x0494,2;14,443c4d4ac8d9,57c9257a94ec,956,1
0x0495,2;14,2be3f0b53d53,2be3f0b53d53,957,1
0x0496,2;14,69049db761c2,69049db761c2,958,1
0x0497,2;14,b6cc22314159,afc6bc674e83,959,1
0x0498,2;14,855122cf368a,82d627f3165b,960,1
0x0499,2;14,8f5eb364345e,8f5eb364345e,961,1
0x049A,2;14,22a12c982f80,22a12c982f80,962,1
0x049B,2;14,1d52cbd2a307,1d52cbd2a307,963,1
0x049C,2;14,962d07c1065b,284b26549f93,964,1
0x049D,2;14,83f8535c07cd,23fb15615db9,965,1
0x049E,2;14,5bb22e3e46ed,a65b85a119f9,966,1
0x049F,2;14,11040934dd50,7d4cd9f12acb,967,1
0x04A0,2;14,5889404d873f,c71d940ca59e,968,1
0x04A1,2;14,5d3c7b2243a3,65e39dce0f48,969,1
0x04A2,2;14,2320ab305f9e,42b38d90d359,970,1
0x04A3,2;14,fa9dc8c98d6f,18d1bc3eb1d9,971,1
0x04A4,2;14,af6abc581dde,770098865e0f,972,1
0x04A5,2;14,e4f42daf8776,1c6e75d522b8,973,1
0x07FC,5,a8519ad21ccd,a8519ad21ccd,974,1
0x07FD,5,c6bd7701d07d,a2fdb47d5bee,975,1
0x07FE,5,7ea323fd6045,f10dc3c96947,976,1
0x07FF,5,1b325e89eddb,d5866187e4a7,977,1
0x0800,5,4b0c0684650a,5d5a92a45e55,978,1
0x0801,5,6d0c81c1115f,25df2e11574e,979,1
0x0802,5,b1de2983c664,b1de2983c664,980,1
0x0803,5,ade10343f00f,ae24f8c0d5c9,981,1
0x0804,5,404064a5f745,2f41d6489b1c,982,1
0x0805,5,ebf6bda6933e,e0ae7e8771a5,983,1
0x0806,5,c184547721a8,911df01ad3be,984,1
0x0807,5,6bc985d65fa5,6aa39e525843,985,1
0x0808,5,72c9df32c32a,72c9df32c32a,986,1
0x0809,5,7557d7cfbf69,f882edb7a765,987,1
0x080A,5,0a579d334297,422d6f6d197f,988,1
0x080B,5,5d635fe3523f,bda9c143d5f7,989,1
0x080C,5,977960df1dc5,ecfe52ffdc5e,990,1
0x080D,5,7424526863a8,dee45c868c0f,991,1
0x080E,5,de95ad08b4a6,4d0999fc208e,992,1
0x080F,5,ae3f50ecf692,9ebd47470262,993,1
0x0810,5,866c12adb3c9,057796d069be,994,1
0x0811,5,8d30afeed50c,dd6a134975b8,995,1
0x0956,15,8747de0bf7e9,8747de0bf7e9,996,1
0x0957,15,2cd64e4e2035,2cd64e4e2035,997,1
0x0959,15,fe1b0d4d38d4,81f0ba5c22de,998,1
0x095A,15,48f2024096ab,aa3902e31b63,999,1
0x095B,15,caea916b8f40,e8e888552d15,1000,1
0x095C,15,e9e6892aae13,e9e6892aae13,1001,1
0x095D,15,44035f3b4f59,70cdc0abb46e,1002,1
0x095E,15,eef30fbede3c,b76ae5d47f39,1003,1
0x095F,15,896d6f4d8955,bdb7269b4351,1004,1
0x0960,15,e1c55b3b85af,33b3b8386a60,1005,1
0x0961,15,f126a83d5899,bd902682d79b,1006,1
0x0962,15,862b49141f0d,742c8a1164a6,1007,1
0x0963,15,374f7be3e179,36d89e234b26,1008,1
0x0964,15,8c17374818d9,8c17374818d9,1009,1
0x0965,15,56889b92d420,c8a0533bdf45,1010,1
0x0966,15,c1c4addbf3f0,c2bc1508eba9,1011,1
0x0967,15,52f04cd8464b,52f04cd8464b,1012,1
0x0968,15,52f0f73fac84,52f0f73fac84,1013,1
0x0969,15,f457ee1370c3,1c82659928b8,1014,1
0x096A,15,e2e4c3db5eb0,e2e4c3db5eb0,1015,1
0x096B,15,050e648c50b3,050e648c50b3,1016,1
0x096C,15,562ec37e1104,f68ff73b5b0a,1017,1
0x096D,15,a84ae8a9b2c6,a84ae8a9b2c6,1018,1
0x096E,15,aa908f8c8684,9dee2b260f0d,1019,1
0x096F,15,d7cfc38d0efd,d7cfc38d0efd,1020,1
0x0970,15,907e78504d12,907e78504d12,1021,1
0x0971,15,aa8cab13b6f7,aa8cab13b6f7,1022,1
0x0972,15,5b980ce16afa,559e0f62cbc2,1023,1
0x0973,15,2c5391c2c4db,2c5391c2c4db,1024,1
0x0974,15,dfd7b0ca8a41,24215e2cd738,1025,1
0x0975,15,9a5a193a888f,2304cfdc5d88,1026,1
0x0976,15,24ba93fe666a,5496c0b61a83,1027,1
0x0977,15,d1eb92335795,d1eb92335795,1028,1
0x0978,15,c69bb3f854e0,9409e498f40b,1029,1
0x0979,15,e93fd93144a0,7398a1a43eb3,1030,1
0x097A,15,166ddc9c0e43,79b08a6199e0,1031,1
0x097B,15,0d408c921ae9,a3b50c0aef57,1032,1
0x097C,15,c924a79f7261,da6ab7502a33,1033,1
0x097D,15,0e241e8d2fe9,19370f1f43dc,1034,1
0x097E,15,67619231e697,06b8d99d9396,1035,1
0x097F,15,5a109cfc5713,fdcfaafe5a2a,1036,1
0x0980,15,581128fcabe4,8134f980c8d2,1037,1
0x0981,15,8e9dee4805f7,59c8d28e4138,1038,1
0x0982,15,02d8f51d0f55,02d8f51d0f55,1039,1
0x0983,15,f98edc5c3620,f98edc5c3620,1040,1
0x0984,15,013494f48e17,013494f48e17,1041,1
0x0985,15,6aff9390082e,6aff9390082e,1042,1
0x0986,15,8265aa20a850,8265aa20a850,1043,1
0x0987,15,bd98e5cb2be8,bd98e5cb2be8,1044,1
0x0988,15,9ba47eb33284,9ba47eb33284,1045,1
0x0989,15,223f1ef8d858,223f1ef8d858,1046,1
0x098A,15,10f4d6b8b61a,10f4d6b8b61a,1047,1
0x098B,15,03b2c4210306,65d4779f5cb1,1048,1
0x098C,15,1c45d128a25d,cb163b65584a,1049,1
0x098D,15,557885594959,b987b843d539,1050,1
0x098E,15,c131b166084c,d930532b9b31,1051,1
0x098F,15,928f2fb876ab,b53680e3304e,1052,1
0x0990,15,9ba8ea18597c,c5f20203b0f0,1053,1
0x0991,15,6314eb97a62f,b6b39017a515,1054,1
0x0992,15,857a05a8f326,8d7ab7418318,1055,1
0x0993,15,0c912a1cd896,68388e2932c6,1056,1
0x0994,15,76672e298b44,e6cf5e34a80d,1057,1
0x0995,15,601dbf65da53,601dbf65da53,1058,1
0x0996,15,ad2344cda6b8,4dc17ceef56f,1059,1
0x0997,15,c2f0e86ca00a,77fae33f43ea,1060,1
0x0998,15,dc3b1cf1b149,1405b9a174ad,1061,1
0x0999,15,1bdab6c0db5c,7c03e134c3e5,1062,1
0x099A,15,6e587bfac9c9,b6f8fa0f0ac6,1063,1
0x099B,15,80405b29ad65,04360249cbda,1064,1
0x099C,15,ac262a2e5c8a,87d47195e87b,1065,1
0x099D,15,badde6bf1e41,2c7b661aa7d7,1066,1
0x099E,15,4a72e76e4b54,62adf1823bb6,1067,1
0x099F,15,d0c6d971657d,0c7f14ddd976,1068,1
0x09A0,15,4a94908777e0,824611e48afe,1069,1
0x09A1,15,f055be466652,1aa8ac104a83,1070,1
0x09A2,15,50cfcf125087,778ecc110f5b,1071,1
0x09A3,15,9402b9379620,7101b1f908e1,1072,1
0x09A4,15,05844c461145,f938831fddb5,1073,1
0x09A5,15,33dd9b836faa,26da4da19c79,1074,1
0x09A6,15,388523a356de,adadfb3590ed,1075,1
0x09A7,15,7d831708cc9d,7d831708cc9d,1076,1
0x09A8,15,5ccf2866a0c1,2f6fb20be439,1077,1
0x09A9,15,9f136d9742b9,24bf68c5e3eb,1078,1
0x09AA,15,12a33e6cccbd,12a33e6cccbd,1079,1
0x09AB,15,fa051f5403f3,fe06ddcce654,1080,1
0x09AC,15,4956d817c314,72d2fa2eadcd,1081,1
0x09AD,15,c3d8129e805a,4c6024a3aa97,1082,1
0x09AE,15,29146cc7b835,4d053d8804ba,1083,1
0x09AF,15,b25844767420,024688857215,1084,1
0x09B0,15,456cc39aeb96,35e1184c0e13,1085,1
0x09B1,15,d83f6e12ca86,9d946e4f700e,1086,1
0x09B2,15,8505a45a693f,cfa369db5e98,1087,1
0x09B3,15,f394c1dfd635,6c2581b90c8b,1088,1
0x09B4,15,cbb89a010e39,5566056b200f,1089,1
0x09B5,15,a553f9711f75,7e548c19ed87,1090,1
0x09B6,15,a89ad5750a1f,a89ad5750a1f,1091,1
0x09B7,15,5feb30e2a6e5,5feb30e2a6e5,1092,1
0x09B8,15,0c2acda144ab,1b326f8fd506,1093,1
0x09B9,15,211f29955c44,1b4850d7ad33,1094,1
0x09BA,15,cccf0c8396b3,9ed8cdb0f59d,1095,1
0x09BB,15,5927b3bde235,3def109f1573,1096,1
0x09BC,15,cec0d15f5170,cec0d15f5170,1097,1
0x09BD,15,baf5882eb0c5,2e1c6734c2c0,1098,1
0x09BE,15,af56c8efb83b,af56c8efb83b,1099,1
0x09BF,15,e048ea43a020,bfd697f49e6e,1100,1
0x09C0,15,e1ba7a07c484,5a04fd45874d,1101,1
0x09C1,15,b3ff0808fc18,1a3bf32973c0,1102,1
0x09C2,15,03e485adf695,cbb6fef4ba7c,1103,1
0x09C3,15,8c3a547a7b0a,5b30a293be51,1104,1
0x09C4,15,2670c8fd2364,fa2006f56156,1105,1
0x09C5,15,dcf47643f1b0,f940dd641d87,1106,1
0x09C6,15,6a428f2dbef5,9db6cecfdbad,1107,1
0x09C7,15,1d58b3fe9524,dcf4c789c09a,1108,1
0x09C8,15,b56c46819990,deb5ab25a0ea,1109,1
0x09C9,15,b6f5eb3771b5,812a4fda79ad,1110,1
0x09CA,15,8cd4641113b4,b4092f3fe948,1111,1
0x09CB,15,6d293f718dee,d58ab0d7b25d,1112,1
0x09CC,15,6b61a1492c0b,7096192d559e,1113,1
0x09CD,15,b3d7c7ded897,1c3577245dc3,1114,1
0x09CE,15,5c70ccb5bd35,c3200741d965,1115,1
0x09CF,15,bc83666701f3,35e4a4bc55b1,1116,1
0x09D0,15,b2f8a5bd019f,e0b687e9ca69,1117,1
0x09D1,15,52e29bd7caf9,c36a5d5a60ad,1118,1
0x09D2,15,582b7a1500fb,15d8f28ceca6,1119,1
0x09D3,15,cfceb85cc67e,4cec9daeb174,1120,1
0x09D4,15,ed0237303761,17e4a0c6f57b,1121,1
0x09D5,15,f4f9587951da,f31088ba639b,1122,1
0x09D6,15,648363256113,c7d4fe962811,1123,1
0x09D7,15,ab2046aceaea,156d9ec89d7a,1124,1
0x09D8,15,59a15c0a4f7d,ab44b15a6e1e,1125,1
0x09D9,15,3e258e574faf,3e258e574faf,1126,1
0x09DA,15,596424c3741e,649f68fbf874,1127,1
0x09DB,15,1c9f503e6c12,f7940751c18c,1128,1
0x09DC,15,f8abe48be307,56f84225a66c,1129,1
0x09DD,15,5448bd256525,484a5901e5c5,1130,1
0x09DE,15,3c1c4a12c7cd,b3420acb72c7,1131,1
0x09DF,15,e36479a708dc,3f59d9f23453,1132,1
0x09E0,15,8306ac857e66,84ac7055c8ef,1133,1
0x09E1,15,3afba90657eb,3dea64e08919,1134,1
0x09E2,15,9a4fc748085f,9a4fc748085f,1135,1
0x09E3,15,598c15826529,598c15826529,1136,1
0x09E4,15,7118cc48da37,f641752d5d82,1137,1
0x09E5,15,e61d1949035f,bcc3337e41f0,1138,1
0x09E6,15,af66396fe2e9,42cbafa496ec,1139,1
0x09E7,15,73dbd56d185d,73dbd56d185d,1140,1
0x09E8,15,4fa8b56b86a4,c596cea2326b,1141,1
0x09E9,15,2a97298b4eb7,abc53bb31a30,1142,1
0x09EA,15,17dac493d96a,9566d68ef66e,1143,1
0x09EB,15,077af4ab2731,3356724e29e4,1144,1
0x09EC,15,04beb3a3b1f3,1803636a3e62,1145,1
0x09ED,15,7594f3605425,83111f1e08a7,1146,1
0x09EE,15,f642f3ccc3fe,f642f3ccc3fe,1147,1
0x09EF,15,2bcffd399861,a8fb60177778,1148,1
0x09F0,15,99249e134f84,da89d3d02b54,1149,1
0x09F1,15,307d1b97ac91,307d1b97ac91,1150,1
0x09F2,15,f09f9b058825,abe42d546142,1151,1
0x09F3,15,cda691b780a7,5913d02d5428,1152,1
0x09F4,15,c2724bbffc0e,c2724bbffc0e,1153,1
0x09F5,15,5bfe42b4917a,5bfe42b4917a,1154,1
0x09F6,15,121f988a16d8,6e098258a57f,1155,1
0x09F7,15,8480efe8f72f,32bd2db933d2,1156,1
0x09F8,15,9096173fdb71,1521039e5b09,1157,1
0x09F9,15,61e89f1c3f2a,61e89f1c3f2a,1158,1
0x09FA,15,55afcb0ab740,04eeab52e554,1159,1
0x09FB,15,3d85dda3be77,3d85dda3be77,1160,1
0x09FC,15,157f089bb3a6,b0bc7e53a196,1161,1
0x09FD,15,5d4d071acacb,5d4d071acacb,1162,1
0x09FE,15,65ccbc88c9e8,08da132c7218,1163,1
0x09FF,15,c6361687ce5a,721db54f51e6,1164,1
0x0A00,15,915f3f40fa64,e6481accb07a,1165,1
0x0A01,15,0478ad771e28,f1aacd0f4cfe,1166,1
0x0A02,15,eca4281cfbc1,82e0df379d91,1167,1
0x0A03,15,74201547e531,ec3ffa7ca1be,1168,1
0x0A04,15,f5ec3b3433c5,6baf99e39954,1169,1
0x0A05,15,b7e3406610a0,7f621de4c12e,1170,1
0x0A06,15,c5d6a960cc55,c5d6a960cc55,1171,1
0x0A07,15,5fb423f2a6ac,8d305475a79d,1172,1
0x0A08,15,5402deb368b3,5402deb368b3,1173,1
0x0A09,15,354c21cdbac7,d4715c268cf1,1174,1
0x0A0A,15,6a125c7092e8,6a125c7092e8,1175,1
0x0A0B,15,0af272bee924,8e0d921f6e9f,1176,1
0x0A0C,15,59c25c3d9db7,adc5131ec042,1177,1
0x0A0D,15,9eab24b8693a,7c92aefc7d6b,1178,1
0x0A0E,15,63b1476cbe05,0778a4a9afbf,1179,1
0x0A0F,15,308524d40d6a,0c6400b7fb84,1180,1
0x0A10,15,53a74e5e54ca,53a74e5e54ca,1181,1
0x0A11,15,9cf0d5b88c44,9cf0d5b88c44,1182,1
0x0A12,15,2a658f2cd82c,2a658f2cd82c,1183,1
0x0A13,15,0a95faf57e2d,580fd9636df1,1184,1
0x0A14,15,7a2ec6deddbe,d1a1426964ae,1185,1
0x0A15,15,e0aa954861e1,e0aa954861e1,1186,1
0x0A16,15,887199566faf,887199566faf,1187,1
0x0A17,15,f25efc9ea983,5a02533696a3,1188,1
0x0A18,15,d5b76b1ef13c,d5b76b1ef13c,1189,1
0x0A19,15,ad266aa87dba,4640f11928d2,1190,1
0x0A1A,15,85ecb2716bb5,85ecb2716bb5,1191,1
0x0A1B,15,63e795c9c8b4,d118a3bab33b,1192,1
0x0A1C,15,3c283e6a3027,9184996b0194,1193,1
0x0A1D,15,d86d94d75d2b,d86d94d75d2b,1194,1
0x0A1E,15,246c949a79bf,cca9361e1db9,1195,1
0x0A1F,15,f77a983aa851,f77a983aa851,1196,1
0x0A20,15,d8fef1997a2e,ea52be4f720b,1197,1
0x0A21,15,c7a52ded09e5,c7a52ded09e5,1198,1
0x0A22,15,7be233082fdc,1b59a1b5f27b,1199,1
0x0A23,15,d77e50973250,1e14d94e6e1f,1200,1
0x0A24,15,f89245cd57ca,f89245cd57ca,1201,1
0x0A25,15,9f7639c0cfe4,b829425951e2,1202,1
0x0A26,15,b0e5adf85dda,7b1f6c2e9704,1203,1
0x0A27,15,74b65a8bd97d,8b436827408b,1204,1
0x0A28,15,fe6d48ababa1,67b7de46881d,1205,1
0x0A29,15,b00fc3d3efff,b00fc3d3efff,1206,1
0x0A2A,15,73cbbe3286fb,fa05cdcf8296,1207,1
0x0A2B,15,1bd6c8366e7e,66f371e2a3da,1208,1
0x0A2C,15,505018e37152,505018e37152,1209,1
0x0A2D,15,0777ee91dccc,0777ee91dccc,1210,1
0x0A2E,15,c765b7000e0c,1c9dafd11e84,1211,1
0x0A2F,15,c5f93c48446d,ed8d2d852486,1212,1
0x0A30,15,3f8464503061,ad4b31d42aa5,1213,1
0x0A31,15,2f76f2e775d6,2f76f2e775d6,1214,1
0x0A32,15,ac4c86a4f005,5566c15fd186,1215,1
0x0A33,15,60437365110c,d262c79b8561,1216,1
0x0A34,15,d1302586d0e5,682da8e3e3ef,1217,1
0x0A35,15,865608424cdd,865608424cdd,1218,1
0x0A36,15,c1f727703c21,dd4d3dff21b0,1219,1
0x0A37,15,a0ca27d673d3,e2ab79ba5fbf,1220,1
0x0A38,15,8d64e2277488,8d64e2277488,1221,1
0x0A39,15,cd40476d042d,207f2bab68a8,1222,1
0x0A3A,15,b6ff0f045faf,b46cb83425fb,1223,1
0x0A3B,15,13eeae98b461,30e015323635,1224,1
0x0A3C,15,884776ac88c0,62c7c14264ba,1225,1
0x0A3D,15,cae6c6621ad7,ee33b8e7e51b,1226,1
0x0A3E,15,6c1f982702f1,6bb3475d19d4,1227,1
0x0A3F,15,e53f9d3c35db,387aceeab693,1228,1
0x0A40,15,7b209723fd0f,19b8689ed6e9,1229,1
0x0A41,15,d6d82537264a,3d48107885ee,1230,1
0x0A42,15,04b2da061188,f16a7dd552f2,1231,1
0x0A43,15,b52bf8c0bfb2,5f24eb6b5585,1232,1
0x0A44,15,e8f0f84ae52a,b854cc5d330e,1233,1
0x0A45,15,dabeb24ad8f1,8a8fa14aa131,1234,1
0x0A46,15,82b64d02bb05,82b64d02bb05,1235,1
0x0A47,15,2c07eac8741f,f3811865e72f,1236,1
0x0A48,15,f7b4cd7e5bf4,fa30a299fa90,1237,1
0x0A49,15,863a756d7b9d,a3c1e034f9e6,1238,1
0x0A4A,15,12702e6c031d,0c3fb59d9fe5,1239,1
0x0A4B,15,9bee3366d1b3,1f1f9fbdf53b,1240,1
0x0A4C,15,9e2b83982e4d,a8020d526c22,1241,1
0x0A4D,15,1e7bbdff3f4d,63669b102f92,1242,1
0x0A4E,15,f5cf41477b6f,43fcb6c9c3ab,1243,1
0x0A4F,15,d44d5571ce6d,85d386b99e6f,1244,1
0x0A50,15,9cbd0196dd1a,8071f71a38bb,1245,1
0x0A51,15,fee5ced762b1,fee5ced762b1,1246,1
0x0A52,15,d4c098eb900e,51cb0f03d41d,1247,1
0x0A53,15,2d6c86be391a,9dfffdfa9079,1248,1
0x0A54,15,de23442e5fef,1fbb7c5ec15c,1249,1
0x0A55,15,277147a8b79b,0bf4fa960572,1250,1
0x0A56,15,d9905119d71a,ab973335a64a,1251,1
0x0A57,15,10155bf03bb0,195a322ea94a,1252,1
0x0A58,15,6a1b768d3c71,f215bb5fc98e,1253,1
